   0   0 151  54   0   0 128 125   5  12 223
   0   1  24  49 135  24  81 133  24  49 130
   0   2 142 104 239 143  56 247 142 200 236
   0   3 229  81  94 137  76  17  98 161 142
   0   4   1 149  54 215 152   2  73 225 170
   0   5  76 174   1  60   1 190   2 144  47
   0   6 242  19 106 234 147   4  49 225 202
   0   7  54 238 245  50  65 210   1 195 116
   0   8 244  23  85  50 177 218  55 191 145
   0   9  51  33 226  51  16  49 128 227 131
   0  10 254  23 119  51 144 151  56 145 238
   0  11  51 224 151  49 147 143  31 167 135
   0  12  52  80 155  57 114   2  52 176 155
   0  13  47 208  49  80 179 158  32 167 119
   0  14  53  16 159  58  98  22  53 128 159
   0  15  47 195 173  34  39 227  53 240 159
   0  16  59  66  42  54  80 163  47 192  65
   0  17  16 171 200  99 160 124 229  80 163
   0  18  60  18  66  55  16 167  47 147 200
   0  19  36 224  48  55 128 171  60 242  90
   0  20  55 224 171  47 208  65  96 179 215
   0  21  38  96  21  56  64 175  61 210 118
   0  22  56 176 175  47 163 229  40  39  61
   0  23  57  16 179  62 178 142  57 112 179
   0  24  47 160  33  96 163 242  41 167  99
   0  25   0  48   5   1  80  90  27  64 111
   0  26   1 112  37   0   0   4   2 240  73
   0  27  57 224 183  63 146 170  58  64 187
   0  28  47 147 255  43 103  87  58 160 191
   0  29  64  98 198  59   0 191  47 192  17
   0  30  80 164  13  45 102 255  59  96 195
   0  31  65  50 230  59 192 195  47 132  26
   0  32  47 103 224  60  16 199  66   3   2
   0  33  60 112 203  47 176  33  64 171 200
   0  34 113  96 124 229  80 203  66 211  34
   0  35  61  48 207  47 148  51  51  32  48
   0  36  61 144 207  67 163  66  61 224 211
   0  37  47 160  33  48 164  64  53  40   0
   0  38  62  64 211  68  99  98  62 144 215
   0  39  47 132  76  55  38 208  62 243 122
   0  40  69  35 130  63  64 219  47 160  17
   0  41  96 164  87  57  39   9  63 144 223
   0  42  69 211 162  63 240 223  47 148  98
   0  43  59  39  22  64  64 223  70 147 194
   0  44  64 160 227  47 176  33  64 164 111
   0  45  61 102  79  65   0 227  71  83 226
   0  46  65  80 231  47 148 123  63  39 208
   0  47  65 176 231  72  20   6  66   0 235
   0  48  47 176  33  64 171 200 129  96 124
   0  49   0   0   2   2 144 249  16 224  16
   0  50   0   0   0   0   0  11   3 224  79
   0  51 229  80 235  72 212  38  66 160 235
   0  52  47 148 146  67 104   1  67   0 239
   0  53  73 132  70  67  80 239  47 160  49
   0  54  48 164 158  69 160   0  67 160 239
   0  55  74  68 106  67 240 239  47 148 169
   0  56  71 166 112  68  64 243  74 244 138
   0  57  68 144 247  47 160  33  32 164 180
   0  58  73 230 178  68 224 247  75 164 174
   0  59  69  48 247  47 116 192  75 230 182
   0  60  69 144 251  76  84 206  69 224 251
   0  61  47 144  49  64 164 203  78  37 127
   0  62  70  48 255  77   4 242  70 128 255
   0  63  47 100 214  80  39 176  70 208 255
   1   0  77 197  18  71  33   3  47 144  49
   1   1  64 171 201 146  96 124 229  81   3
   1   2  78 133  54  71 209   3  47 132 237
   1   3  84 168   2  72  33   7  79  53  90
   1   4  72 113   7  47 128  33  64 164 248
   1   5  86 161  91  72 177   7  79 213 122
   1   6  73   1   7  47 117   2  88 166  15
   1   7  73  81  11  80 133 158  73 145  11
   1   8  47 160  49  48 165  13  90 166  75
   1   9   0   0   0   4  49  33  11 208  12
   1  10   0   0   0   0   0   1   3 128  85
   1  11  73 225  15  81  21 186  74  49  15
   1  12  47 117  23  92 230  69  74 113  19
   1  13  81 181 222  74 193  19  47 128  33
   1  14  32 165  32  95  36 191  75  17  23
